autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
Yes (self-identified),5ca48653ed23650001328d9d,two small black pentagrams and one big pink circle.,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5ca48653ed23650001328d9d,two small black circles and one big green square,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5ca48653ed23650001328d9d,two small black stars and one big blue circle.,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5ca48653ed23650001328d9d,two big pink stars and one small green triangle.,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5ca48653ed23650001328d9d,two small stars and the big pink square.,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5ca48653ed23650001328d9d,two big green stars and one small pink circle.,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5ca48653ed23650001328d9d,two big green triangles and one small blue pentagram,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5ca48653ed23650001328d9d,two small green pentagrams and one big black square.,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5ca48653ed23650001328d9d,two big black triangles and one small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5ca48653ed23650001328d9d,two small green circles and one big blue pentagram.,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5ca48653ed23650001328d9d,two black circles and one green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5ca48653ed23650001328d9d,two big blue triangles and one small black circle.,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5ca48653ed23650001328d9d,two small blue squares and one big green triangle.,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5d4c9a5f112f830016026939,2 large pink pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5d4c9a5f112f830016026939,2 large black pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5d4c9a5f112f830016026939,2 green squares ,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5d4c9a5f112f830016026939,2 large pink circles one black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5d4c9a5f112f830016026939,2 pink triangles and one black square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5d4c9a5f112f830016026939,2 small green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5d4c9a5f112f830016026939,2 pink circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5d4c9a5f112f830016026939,2 large blue squares,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5d4c9a5f112f830016026939,2 large blue squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5d4c9a5f112f830016026939,2 large green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5d4c9a5f112f830016026939,2 small black squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5d4c9a5f112f830016026939,2 small black pentagons one pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5d4c9a5f112f830016026939,2 small black circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5d4c9a5f112f830016026939,2 black stars one blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5d4c9a5f112f830016026939,2 large pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5d4c9a5f112f830016026939,2 smaller green stars and one pink square ,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5d4c9a5f112f830016026939,2 green stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5d4c9a5f112f830016026939,2 green triangles and one blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5d4c9a5f112f830016026939,2 green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5d4c9a5f112f830016026939,star and 2 triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5d4c9a5f112f830016026939,2 small green circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5d4c9a5f112f830016026939,2 black circles one green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5d4c9a5f112f830016026939,2 blue triangles one black star,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5d4c9a5f112f830016026939,2 blue squares one green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5d78e7676a09f100173110b7,2 hexagons and a small triangle ,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5d78e7676a09f100173110b7,2 large black hexagons and a red square ,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5d78e7676a09f100173110b7,2 small green squares and a large red star ,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5d78e7676a09f100173110b7,2 large red circles and a small black star ,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5d78e7676a09f100173110b7,2 small red triangles and a large black square ,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5d78e7676a09f100173110b7,2 triangles and a star ,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5d78e7676a09f100173110b7,2 large circles and a small triangle ,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5d78e7676a09f100173110b7,2 large blue stars and a small black hexagon ,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5d78e7676a09f100173110b7,2 squares and a star ,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5d78e7676a09f100173110b7,2 large green squares and a small black star ,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5d78e7676a09f100173110b7,2 small black squares and a large green hexagon ,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5d78e7676a09f100173110b7,2 small hexagons and a large circle ,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5d78e7676a09f100173110b7,2 small black circles and a green square ,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5d78e7676a09f100173110b7,2 small blue stars and a large blue circle ,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5d78e7676a09f100173110b7,2 large red squares and a small green triangle ,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5d78e7676a09f100173110b7,2 small green stars and a large red square ,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5d78e7676a09f100173110b7,2 large green stars and a small red circle ,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5d78e7676a09f100173110b7,2 large green triangles and a small blue hexagon ,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5d78e7676a09f100173110b7,2 small hexagons and a large square ,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5d78e7676a09f100173110b7,2 large black triangles and a small blue square ,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5d78e7676a09f100173110b7,2 small green circles and a large blue hexagon ,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5d78e7676a09f100173110b7,2 small black circles and a large green triangle ,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5d78e7676a09f100173110b7,2 triangles and a small circle ,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5d78e7676a09f100173110b7,2 small blue squares and a large green triangle ,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,two pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 big  pentagons, small square",big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 small squares, one big star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 big circles, one small triangle",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 small triangles, one big square",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,2 small round,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 big circles, one small triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,two stars blue,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 big squares,  one small star",square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"small star, 2 big squares","big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,2 small squares and big pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"one circle, 2 small pentagons","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 small circles, one big square",circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"two small triangles, one big circle",black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 big triangles, one small triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 small triangles, one big square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"two stars, one circle",star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 big triangles, one small pentagon",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 small pentagons, one big square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"two black triangles, one small star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 small circles, one big  pentagon ",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"green triangle, 2 circles",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,two triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),5e70bd5480f43a0009625d4c,"2 small squares, one big triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5ecf36da6c860334c1606977,"double pentagon, triangle",pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5ecf36da6c860334c1606977,Double pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5ecf36da6c860334c1606977,double square,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5ecf36da6c860334c1606977,Big circle,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5ecf36da6c860334c1606977,double triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5ecf36da6c860334c1606977,double triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5ecf36da6c860334c1606977,double circle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5ecf36da6c860334c1606977,Blue star,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5ecf36da6c860334c1606977,Double square,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5ecf36da6c860334c1606977,Double square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5ecf36da6c860334c1606977,double square,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5ecf36da6c860334c1606977,mini pentagon,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5ecf36da6c860334c1606977,Double circle,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5ecf36da6c860334c1606977,double star,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5ecf36da6c860334c1606977,Double star,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5ecf36da6c860334c1606977,double mini star,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5ecf36da6c860334c1606977,Double star,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5ecf36da6c860334c1606977,double triangle,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5ecf36da6c860334c1606977,Double pentagon,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5ecf36da6c860334c1606977,Black triangle,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5ecf36da6c860334c1606977,double circle,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5ecf36da6c860334c1606977,Double black circle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5ecf36da6c860334c1606977,double triangle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5ecf36da6c860334c1606977,double square,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two pink pentagons and a smaller blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two black pentagons and a smaller pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small green squares and a pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large pink circles and a smaller black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small pink triangles and a large black square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small green triangles and a large pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large pink circles and a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large blue stars and a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large blue squares and a small black star,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two green squares and a smaller black star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small black squares and a large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small black pentagons and a large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small black circles and a larger green square,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small black stars and a large blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large pink stars and a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small green stars and a large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large green stars and a small pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large green triangles and a small blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small green pentagons and a large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large black triangles and a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small green circles and a large blue pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small black circles and a large green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two large blue triangles and a small black circles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5f032da8d02aa11ef3ccabeb,two small blue squares and a large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large pink pentagons and a small blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large pentagons and a square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small black squares and one large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large pink circles and then a small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small pink triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two green triangles and a star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large pink circles and a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large blue stars and one small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small black squares and a large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small black pentagons and then one large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small black circles and one large green square,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small black stars and a circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large pink stars and a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small green stars and then one large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large green stars and one small pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large green triangles and a pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small pentagons and one large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large black triangle then one small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small black circles and one large green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two large blue triangles and one small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),5f16c30d59ac784a401cb353,two small blue squares and a large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large pentagons and one small triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large black pentagons and one small pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small green squares and one large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large pink circles and one small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small pink triangles and one large black square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small green triangles and one large pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large pink circles and one small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large blue stars and one black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large blue squares and one small black triangle,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large green squares and one small star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small black squares and one large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small black pentagons and one large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small black circles and one large green squares,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small black stars and one large blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large pink stars and one small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small stars and one large square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large green stars and one small pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large green triangles and one small blue pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small pentagons and one large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large black triangles and one small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small green circles and one large blue pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small black circles and one large green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two large blue triangles and one small black star,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),5fde8fc3c0e40a651914c261,two small blue circles and one large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large pink pentagons and one small blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large black pentagons and a small pink square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),602b0e382b8e8820de89ddfd,two green squares and one pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large pink circles and a small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small pink triangles and one large black square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small green triangles and a large pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large pink circles and one small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large blue stars and one small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large blue squares and one small black star,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large green squares and one small black star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small black squares and one large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small black pentagons and one large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small black circles and one large green square,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small black stars and one large blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large pink stars and one small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small green stars and one large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large green stars and one small pink circle,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large green triangles and a pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small green pentagons and one large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large black triangles and one small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small green circles and one large blue pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small black circles and a large green star,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two large blue triangles and one small black circle ,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),602b0e382b8e8820de89ddfd,two small blue squares and one large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
