autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
No,5ce5bcf74caf470001da7c33,small stars and square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5ce5bcf74caf470001da7c33,stars and circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5ce5bcf74caf470001da7c33,big triangles and pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5ce5bcf74caf470001da7c33,square and pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5ce5bcf74caf470001da7c33,big black triangle and small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5ce5bcf74caf470001da7c33,circles and pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5ce5bcf74caf470001da7c33,black circles and triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5ce5bcf74caf470001da7c33,triangles and circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5ce5bcf74caf470001da7c33,small blue squares and big green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5e459f61418f610891628564,2 pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5e459f61418f610891628564,2 blue pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5e459f61418f610891628564,2 green squares and pink star ,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5e459f61418f610891628564,"Big circles, pink",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5e459f61418f610891628564,2 triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5e459f61418f610891628564,Small green triangle,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5e459f61418f610891628564,2 big circles and one triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5e459f61418f610891628564,2 blue stars and black pentagons ,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5e459f61418f610891628564,2 blue squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,5e459f61418f610891628564,Green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5e459f61418f610891628564,Black squares and green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5e459f61418f610891628564,2 pentagons and one circles,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5e459f61418f610891628564,Circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5e459f61418f610891628564,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5e459f61418f610891628564,2 pink stars and green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5e459f61418f610891628564,Small stars and pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5e459f61418f610891628564,Stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5e459f61418f610891628564,2 big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5e459f61418f610891628564,2 pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5e459f61418f610891628564,2 black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5e459f61418f610891628564,2 green circles ,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5e459f61418f610891628564,Black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5e459f61418f610891628564,2 blue triangles and one black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5e459f61418f610891628564,2 blue squares ,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5eaa956e7df877012afbff38,2 big pentagons and small triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5eaa956e7df877012afbff38,2 big pentagons and a small square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5eaa956e7df877012afbff38,2 small squares and a big star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5eaa956e7df877012afbff38,2 big circles and  dark small star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5eaa956e7df877012afbff38,2 small triangles and a big square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5eaa956e7df877012afbff38,2 small triangles and a big star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5eaa956e7df877012afbff38,2 big circles and a small triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5eaa956e7df877012afbff38,2 big stars and a small pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5eaa956e7df877012afbff38,2 big squares and a small star,square,no,type,"two, big, blue, square","one, small, black, star"
No,5eaa956e7df877012afbff38,2 big squares and a little star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5eaa956e7df877012afbff38,2 small dark squares and a big pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5eaa956e7df877012afbff38,2 small dark pentagons and a big circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5eaa956e7df877012afbff38,2 small circles and a big square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5eaa956e7df877012afbff38,2 small dark stars and a big circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5eaa956e7df877012afbff38,2 big stars and a small triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5eaa956e7df877012afbff38,2 small stars and a big square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5eaa956e7df877012afbff38,2 stars and a ball,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5eaa956e7df877012afbff38,2 big triangles and a small pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5eaa956e7df877012afbff38,2 small pentagons and a big square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5eaa956e7df877012afbff38,2 dark triangles and a small star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5eaa956e7df877012afbff38,2 small circles and a big pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5eaa956e7df877012afbff38,2 small dark circles and a big triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5eaa956e7df877012afbff38,2 big triangles and a small dark circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5eaa956e7df877012afbff38,2 coloured bright squares and a big triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5eec1cfa0cda0741cd14213a,pentagon,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5eec1cfa0cda0741cd14213a,big pentagon,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5eec1cfa0cda0741cd14213a,two squares and star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5eec1cfa0cda0741cd14213a,big 2 circles and star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5eec1cfa0cda0741cd14213a,2 triangle,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5eec1cfa0cda0741cd14213a,two green triangle and star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5eec1cfa0cda0741cd14213a,two big circle and triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5eec1cfa0cda0741cd14213a,two blue stars and pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5eec1cfa0cda0741cd14213a,two square,square,no,type,"two, big, blue, square","one, small, black, star"
No,5eec1cfa0cda0741cd14213a,two green square,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5eec1cfa0cda0741cd14213a,black little square (2) and pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5eec1cfa0cda0741cd14213a,two black pentagon and circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5eec1cfa0cda0741cd14213a,two black circle,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5eec1cfa0cda0741cd14213a,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5eec1cfa0cda0741cd14213a,two pink star and triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5eec1cfa0cda0741cd14213a,two star (little) and square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5eec1cfa0cda0741cd14213a,two star and circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5eec1cfa0cda0741cd14213a,two big triangle and pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5eec1cfa0cda0741cd14213a,two pentagon and black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5eec1cfa0cda0741cd14213a,two black triangle and star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5eec1cfa0cda0741cd14213a,two circle and pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5eec1cfa0cda0741cd14213a,two black circle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5eec1cfa0cda0741cd14213a,two triangle and black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5eec1cfa0cda0741cd14213a,2 blue square and triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5f469d2422c1bc035b6ae209,x2 pentagons and a triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5f469d2422c1bc035b6ae209,x2 large black pentagons and a small purple square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5f469d2422c1bc035b6ae209,x2 squares and a star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5f469d2422c1bc035b6ae209,x2 large purple circles and a small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5f469d2422c1bc035b6ae209,x2 triangles and a square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5f469d2422c1bc035b6ae209,x2 small green triangles and a large purple star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5f469d2422c1bc035b6ae209,x2 large purple circles and a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5f469d2422c1bc035b6ae209,x2 large blue stars and a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5f469d2422c1bc035b6ae209,x2 squares and a star,square,no,type,"two, big, blue, square","one, small, black, star"
No,5f469d2422c1bc035b6ae209,x2 green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5f469d2422c1bc035b6ae209,x2 squares and a pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5f469d2422c1bc035b6ae209,x2 small black pentagons and a large purple circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5f469d2422c1bc035b6ae209,x2 small black circles and a square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5f469d2422c1bc035b6ae209,x2 black stars and a circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5f469d2422c1bc035b6ae209,x2 large purple stars and a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5f469d2422c1bc035b6ae209,x2 small green stars and a large purple square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5f469d2422c1bc035b6ae209,x2 stars and a circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5f469d2422c1bc035b6ae209,x2 large triangles and a pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5f469d2422c1bc035b6ae209,x2 small green pentagons and a large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5f469d2422c1bc035b6ae209,x2 large black triangles and a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5f469d2422c1bc035b6ae209,x2 circles and a pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5f469d2422c1bc035b6ae209,x2 small black circles and a large green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5f469d2422c1bc035b6ae209,x2 large blue triangles and a small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5f469d2422c1bc035b6ae209,x2 blue squares and a green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,5f53f6458dff8f755bac4a9d,the pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,5f53f6458dff8f755bac4a9d,two hexagons and a square (larger),big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,5f53f6458dff8f755bac4a9d,the 2 small green squares and the large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,5f53f6458dff8f755bac4a9d,the 2 large pink circles and small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,5f53f6458dff8f755bac4a9d,two triangles and a square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,5f53f6458dff8f755bac4a9d,the green triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,5f53f6458dff8f755bac4a9d,the 2 large pink circles and small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,5f53f6458dff8f755bac4a9d,the 2 large blue stars and small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,5f53f6458dff8f755bac4a9d,squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,5f53f6458dff8f755bac4a9d,the green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,5f53f6458dff8f755bac4a9d,the 2 small black squares and large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,5f53f6458dff8f755bac4a9d,the 2 small black pentagons and large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,5f53f6458dff8f755bac4a9d,the circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,5f53f6458dff8f755bac4a9d,the 2 small black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,5f53f6458dff8f755bac4a9d,the 2 large pink squares and small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,5f53f6458dff8f755bac4a9d,the 2 green small stars and large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,5f53f6458dff8f755bac4a9d,the stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,5f53f6458dff8f755bac4a9d,the large triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,5f53f6458dff8f755bac4a9d,the 2 small green pentagons and large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,5f53f6458dff8f755bac4a9d,the large black triangles and small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,5f53f6458dff8f755bac4a9d,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,5f53f6458dff8f755bac4a9d,the black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,5f53f6458dff8f755bac4a9d,the 2 large blue triangles and the small black square,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,5f53f6458dff8f755bac4a9d,two blue squares and a green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,60844f999a280c654d7a808a,two pentagons and a triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,60844f999a280c654d7a808a,two big black pentagons and a smaller square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,60844f999a280c654d7a808a,two green squares and a pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,60844f999a280c654d7a808a,two big pink circles and a smaller black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,60844f999a280c654d7a808a,two triangles and a square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,60844f999a280c654d7a808a,two small green triangles and the star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,60844f999a280c654d7a808a,two big pink circles and a smaller blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,60844f999a280c654d7a808a,two big blue stars and a smaller black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,60844f999a280c654d7a808a,two squares and a star,square,no,type,"two, big, blue, square","one, small, black, star"
No,60844f999a280c654d7a808a,two green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,60844f999a280c654d7a808a,two black squares and a green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,60844f999a280c654d7a808a,two smaller black pentagons and a big pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,60844f999a280c654d7a808a,two circles and a square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,60844f999a280c654d7a808a,two black stars and a circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,60844f999a280c654d7a808a,two big pink stars and a smaller green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,60844f999a280c654d7a808a,two small stars and a bigger square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,60844f999a280c654d7a808a,two stars and a circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,60844f999a280c654d7a808a,two big triangles and a smaller pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,60844f999a280c654d7a808a,a big black square and two smaller green pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,60844f999a280c654d7a808a,two black triangles and a star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,60844f999a280c654d7a808a,two circles and a pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,60844f999a280c654d7a808a,two black circles and a triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,60844f999a280c654d7a808a,two big blue triangles and a smaller black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,60844f999a280c654d7a808a,two blue squares and a triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,60fd40fe6f1bbc6457e1dc3e,two pentagons and a triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,60fd40fe6f1bbc6457e1dc3e,two large pentagons and one square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,60fd40fe6f1bbc6457e1dc3e,two small green squares and one large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,60fd40fe6f1bbc6457e1dc3e,two large pink circles and one small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,60fd40fe6f1bbc6457e1dc3e,two small pink triangles and one square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,60fd40fe6f1bbc6457e1dc3e,two small green triangles and a star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,60fd40fe6f1bbc6457e1dc3e,two large pink circles and one small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,60fd40fe6f1bbc6457e1dc3e,two large blue stars and one small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,60fd40fe6f1bbc6457e1dc3e,two squares and a star,square,no,type,"two, big, blue, square","one, small, black, star"
No,60fd40fe6f1bbc6457e1dc3e,two large green squares and one small black star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,60fd40fe6f1bbc6457e1dc3e,two black squares and one green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,60fd40fe6f1bbc6457e1dc3e,two small black pentagons and one large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,60fd40fe6f1bbc6457e1dc3e,two circles and a square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,60fd40fe6f1bbc6457e1dc3e,two black stars and one blue circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,60fd40fe6f1bbc6457e1dc3e,two large pink stars and one small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,60fd40fe6f1bbc6457e1dc3e,two small green stars and one large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,60fd40fe6f1bbc6457e1dc3e,two stars and one circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,60fd40fe6f1bbc6457e1dc3e,two large green triangles and one small pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,60fd40fe6f1bbc6457e1dc3e,two small green pentagons and one large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,60fd40fe6f1bbc6457e1dc3e,two large black triangles and one small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,60fd40fe6f1bbc6457e1dc3e,two circles and one pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,60fd40fe6f1bbc6457e1dc3e,two small black circles and one green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,60fd40fe6f1bbc6457e1dc3e,2 triangles and one black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,60fd40fe6f1bbc6457e1dc3e,two small blue squares and one large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,62b344e3e39755aabc5bed02,two large pink pentagons and a small blue triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,62b344e3e39755aabc5bed02,two large pentagons and a small square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,62b344e3e39755aabc5bed02,two small green squares and a large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,62b344e3e39755aabc5bed02,two large circles and a small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,62b344e3e39755aabc5bed02,two triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,62b344e3e39755aabc5bed02,two green triangles and a star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,62b344e3e39755aabc5bed02,two large pink circles to the left of a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,62b344e3e39755aabc5bed02,two large blue stars and a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,62b344e3e39755aabc5bed02,two large blue squares and a small black star,square,no,type,"two, big, blue, square","one, small, black, star"
No,62b344e3e39755aabc5bed02,two green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,62b344e3e39755aabc5bed02,two small black squares and a large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,62b344e3e39755aabc5bed02,two small pentagons and one large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,62b344e3e39755aabc5bed02,two circles,circle,no,type,"two, small, black, circle","one, big, green, square"
No,62b344e3e39755aabc5bed02,two black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,62b344e3e39755aabc5bed02,two large pink stars and a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,62b344e3e39755aabc5bed02,two small green triangles and a large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,62b344e3e39755aabc5bed02,two stars,star,no,type,"two, big, green, star","one, small, pink, circle"
No,62b344e3e39755aabc5bed02,two large green triangles and a smaller pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,62b344e3e39755aabc5bed02,two small green pentagons and a large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,62b344e3e39755aabc5bed02,two black triangles and a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,62b344e3e39755aabc5bed02,two circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,62b344e3e39755aabc5bed02,two black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,62b344e3e39755aabc5bed02,two large blue triangles and a small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,62b344e3e39755aabc5bed02,two small blue squares and a large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,62b6207a14054b90444f68b6,two pentagons and a triangle,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,62b6207a14054b90444f68b6,two large pentagons and a square,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,62b6207a14054b90444f68b6,two medium sized green squares and a large pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
No,62b6207a14054b90444f68b6,two large pink circles and a small black star,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,62b6207a14054b90444f68b6,two triangles and a square,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,62b6207a14054b90444f68b6,two small green triangles and a pink star,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,62b6207a14054b90444f68b6,two large pink circles and a small blue triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,62b6207a14054b90444f68b6,two large blue stars and a small black pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,62b6207a14054b90444f68b6,two squares and a star,square,no,type,"two, big, blue, square","one, small, black, star"
No,62b6207a14054b90444f68b6,two large green squares and a star,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,62b6207a14054b90444f68b6,two black squares and a large green pentagon,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,62b6207a14054b90444f68b6,two small black pentagons and a large pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,62b6207a14054b90444f68b6,two circles and a green square,circle,no,type,"two, small, black, circle","one, big, green, square"
No,62b6207a14054b90444f68b6,two black stars and a circle,black,no,non_type,"two, small, black, star","one, big, blue, circle"
No,62b6207a14054b90444f68b6,two large pink stars and a small green triangle,star,yes,type,"two, big, pink, star","one, small, green, triangle"
No,62b6207a14054b90444f68b6,two small green stars and a large pink square,small,yes,non_type,"two, small, green, star","one, big, pink, square"
No,62b6207a14054b90444f68b6,two stars and a circle,star,no,type,"two, big, green, star","one, small, pink, circle"
No,62b6207a14054b90444f68b6,two large triangles and a pentagon,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
No,62b6207a14054b90444f68b6,two small green pentagons and a large black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
No,62b6207a14054b90444f68b6,two large black triangles and a small blue star,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
No,62b6207a14054b90444f68b6,two circles and a pentagon,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
No,62b6207a14054b90444f68b6,two black circles and a green triangle,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
No,62b6207a14054b90444f68b6,two large blue triangles and a small black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
No,62b6207a14054b90444f68b6,two medium sized blue squares and a large green triangle,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
No,63d6ce129c23bac34f740bf8,2 pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
No,63d6ce129c23bac34f740bf8,2 large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
No,63d6ce129c23bac34f740bf8,2 squares,square,yes,type,"two, small, green, square","one, big, pink, star"
No,63d6ce129c23bac34f740bf8,2 large circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
No,63d6ce129c23bac34f740bf8,2 triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
No,63d6ce129c23bac34f740bf8,2 green circles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
No,63d6ce129c23bac34f740bf8,2 circles and small triangle,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
No,63d6ce129c23bac34f740bf8,2 blue circles,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
No,63d6ce129c23bac34f740bf8,2 squares,square,no,type,"two, big, blue, square","one, small, black, star"
No,63d6ce129c23bac34f740bf8,2 green circles,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
No,63d6ce129c23bac34f740bf8,2 squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
No,63d6ce129c23bac34f740bf8,2 black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
No,63d6ce129c23bac34f740bf8,2 circles,circle,no,type,"two, small, black, circle","one, big, green, square"
